gene_name	gene_id	total_exonic_length
ARF1	ENSG00000143761.17	1840
ARF3	ENSG00000134287.10	4041
ARF4	ENSG00000168374.11	1596
ARF5	ENSG00000004059.11	1032
ARF6	ENSG00000165527.8	3875
ARFGAP1	ENSG00000101199.13	3250
ARFGAP2	ENSG00000149182.15	2773
ARFGAP3	ENSG00000242247.11	2728
ARFGEF1	ENSG00000066777.9	7320
ARFGEF2	ENSG00000124198.10	9031
ARFGEF3	ENSG00000112379.9	14859
ARFRP1	ENSG00000101246.20	2518
ARG1	ENSG00000118520.15	1447
ARG2	ENSG00000081181.8	1911
ARGLU1	ENSG00000134884.15	3363
ARHGAP1	ENSG00000175220.12	3395
ARHGAP10	ENSG00000071205.12	3270
ARHGAP11A	ENSG00000198826.11	5876
ARHGAP12	ENSG00000165322.18	5060
ARHGAP15	ENSG00000075884.14	1670
ARHGAP17	ENSG00000140750.17	3495
ARHGAP18	ENSG00000146376.11	4414
ARHGAP19	ENSG00000213390.11	5438
ARHGAP21	ENSG00000107863.20	7381
ARHGAP22	ENSG00000128805.15	2729
ARHGAP29	ENSG00000137962.13	8952
ARHGAP31	ENSG00000031081.11	9307
ARHGAP4	ENSG00000089820.17	3254
ARHGAP44	ENSG00000006740.18	4270
ARHGAP45	ENSG00000180448.11	4272
ARHGAP6	ENSG00000047648.23	5336
ARHGAP8	ENSG00000241484.10	1615
ARHGAP9	ENSG00000123329.20	2599
ARHGDIA	ENSG00000141522.12	1837
ARHGDIB	ENSG00000111348.9	1174
ARHGDIG	ENSG00000242173.10	964
ARHGEF1	ENSG00000076928.19	3229
ARHGEF10	ENSG00000104728.16	5648
ARHGEF10L	ENSG00000074964.17	4625
ARHGEF11	ENSG00000132694.19	7261
ARHGEF12	ENSG00000196914.9	10326
ARHGEF15	ENSG00000198844.12	4196
ARHGEF17	ENSG00000110237.5	8163
ARHGEF19	ENSG00000142632.17	3322
ARHGEF2	ENSG00000116584.22	4169
ARHGEF25	ENSG00000240771.8	2554
ARHGEF26	ENSG00000114790.13	5149
ARHGEF3	ENSG00000163947.12	3582
ARHGEF35	ENSG00000213214.6	2609
ARHGEF39	ENSG00000137135.18	3678
ARHGEF5	ENSG00000050327.15	5482
ARHGEF6	ENSG00000129675.16	4860
ARID1A	ENSG00000117713.21	8595
ARID2	ENSG00000189079.18	8598
ARID3A	ENSG00000116017.11	5948
ARID3B	ENSG00000179361.18	4228
ARID4A	ENSG00000032219.19	5864
ARID4B	ENSG00000054267.22	6022
ARID5A	ENSG00000196843.17	2181
ARID5B	ENSG00000150347.17	7492
ARIH1	ENSG00000166233.15	21679
ARIH2	ENSG00000177479.20	4912
ARL1	ENSG00000120805.14	3197
ARL11	ENSG00000152213.4	3552
ARL13B	ENSG00000169379.17	3971
ARL14EP	ENSG00000152219.5	2373
ARL15	ENSG00000185305.12	3328
ARL16	ENSG00000214087.9	1087
ARL17A	ENSG00000185829.18	5242
ARL17B	ENSG00000228696.10	5240
ARL2	ENSG00000213465.8	932
ARL2BP	ENSG00000102931.8	1969
ARL3	ENSG00000138175.9	3834
ARL4C	ENSG00000188042.8	3866
ARL4D	ENSG00000175906.5	1578
ARL5A	ENSG00000162980.17	5264
ARL5B	ENSG00000165997.5	7170
ARL6IP1	ENSG00000170540.15	2278
ARL6IP4	ENSG00000182196.14	1023
ARL6IP5	ENSG00000144746.7	2134
ARL6IP6	ENSG00000177917.12	3242
ARL8A	ENSG00000143862.8	1789
ARL8B	ENSG00000134108.14	2933
ARMC1	ENSG00000104442.10	3000
ARMC10	ENSG00000170632.14	2371
ARMC2	ENSG00000118690.13	3734
ARMC3	ENSG00000165309.14	3718
ARMC6	ENSG00000105676.14	2461
ARMC7	ENSG00000125449.7	2151
ARMCX1	ENSG00000126947.13	2125
ARMCX2	ENSG00000184867.14	2819
ARMCX3	ENSG00000102401.20	3348
ARMCX6	ENSG00000198960.11	1840
ARMH4	ENSG00000139971.15	6495
ARMS2	ENSG00000254636.1	818
ARMT1	ENSG00000146476.11	2397
ARNT	ENSG00000143437.21	4710
ARNT2	ENSG00000172379.22	6523
ARNTL	ENSG00000133794.20	2787
ARNTL2	ENSG00000029153.15	6902
ARPC1A	ENSG00000241685.10	1582
ARPC2	ENSG00000163466.16	1410
ARPC3	ENSG00000111229.16	946
ARPC4	ENSG00000241553.13	1433
ARPC5	ENSG00000162704.16	7266
ARPIN	ENSG00000242498.8	7587
ARPP19	ENSG00000128989.11	5366
ARR3	ENSG00000120500.19	1310
ARRB1	ENSG00000137486.17	7352
ARRB2	ENSG00000141480.18	1778
ARRDC1	ENSG00000197070.14	1556
ARRDC2	ENSG00000105643.11	2501
ARRDC3	ENSG00000113369.9	4239
ARRDC4	ENSG00000140450.9	4062
ARSA	ENSG00000100299.18	4294
ARSB	ENSG00000113273.17	4852
ARSD	ENSG00000006756.16	5145
ARSF	ENSG00000062096.15	2165
ARSH	ENSG00000205667.3	2482
ARSI	ENSG00000183876.9	3113
ARSJ	ENSG00000180801.14	4603
ARSK	ENSG00000164291.17	3365
ARSL	ENSG00000157399.17	2219
ART1	ENSG00000129744.3	1315
ART3	ENSG00000156219.18	1557
ART4	ENSG00000111339.12	5160
ART5	ENSG00000167311.14	1232
ARTN	ENSG00000117407.17	1439
ARV1	ENSG00000173409.14	1428
ARVCF	ENSG00000099889.14	4056
ARX	ENSG00000004848.8	2893
AS3MT	ENSG00000214435.9	2450
ASAH1	ENSG00000104763.20	2779
ASAP2	ENSG00000151693.11	5665
ASAP3	ENSG00000088280.20	4051
ASB1	ENSG00000065802.12	6891
ASB10	ENSG00000146926.11	1793
ASB11	ENSG00000165192.14	2815
ASB13	ENSG00000196372.13	2717
ASB14	ENSG00000239388.9	3187
ASB16	ENSG00000161664.7	2142
ASB17	ENSG00000154007.7	1080
ASB18	ENSG00000182177.15	2875
ASB2	ENSG00000100628.12	2608
ASB3	ENSG00000115239.24	2226
ASB4	ENSG00000005981.13	3784
ASB5	ENSG00000164122.9	3031
ASB6	ENSG00000148331.12	4603
ASB7	ENSG00000183475.13	4926
ASB8	ENSG00000177981.11	2534
ASB9	ENSG00000102048.16	1613
ASCC2	ENSG00000100325.15	2790
ASCL1	ENSG00000139352.4	2481
ASCL2	ENSG00000183734.5	1485
ASF1A	ENSG00000111875.8	2434
ASF1B	ENSG00000105011.9	1689
ASGR1	ENSG00000141505.12	1310
ASH2L	ENSG00000129691.16	2918
ASIC1	ENSG00000110881.12	3886
ASIC2	ENSG00000108684.15	3750
ASIC3	ENSG00000213199.8	2053
ASIC5	ENSG00000256394.3	1696
ASIP	ENSG00000101440.10	653
ASL	ENSG00000126522.17	2140
ASMT	ENSG00000196433.13	1330
ASMT	ENSG00000196433.13_PAR_Y	NA
ASMTL	ENSG00000169093.16	2065
ASMTL	ENSG00000169093.16_PAR_Y	NA
ASNS	ENSG00000070669.17	2385
ASNSD1	ENSG00000138381.10	2411
ASPA	ENSG00000108381.11	5422
ASPG	ENSG00000166183.16	4831
ASPH	ENSG00000198363.18	5301
ASPHD1	ENSG00000174939.11	1816
ASPHD2	ENSG00000128203.7	3370
ASPM	ENSG00000066279.19	10863
ASPN	ENSG00000106819.13	2470
ASPSCR1	ENSG00000169696.16	1764
ASRGL1	ENSG00000162174.12	2270
ASS1	ENSG00000130707.18	1532
ASTE1	ENSG00000034533.12	2687
ASTL	ENSG00000188886.4	2394
ASTN1	ENSG00000152092.16	7138
ASZ1	ENSG00000154438.8	1835
ATAD2	ENSG00000156802.13	5547
ATAD3A	ENSG00000197785.14	2481
ATAD5	ENSG00000176208.9	6873
ATAT1	ENSG00000137343.18	1738
ATCAY	ENSG00000167654.18	4971
ATE1	ENSG00000107669.19	4895
ATF1	ENSG00000123268.9	2412
ATF2	ENSG00000115966.18	4164
ATF3	ENSG00000162772.17	1940
ATF5	ENSG00000169136.13	2007
ATF6	ENSG00000118217.7	7470
ATF6B	ENSG00000213676.13	2626
ATF7	ENSG00000170653.19	6660
ATG10	ENSG00000152348.16	3029
ATG101	ENSG00000123395.15	1433
ATG12	ENSG00000145782.13	4040
ATG14	ENSG00000126775.9	4715
ATG16L1	ENSG00000085978.22	3298
ATG16L2	ENSG00000168010.11	2140
ATG2A	ENSG00000110046.13	6318
ATG3	ENSG00000144848.11	1568
ATG4A	ENSG00000101844.18	2205
ATG4B	ENSG00000168397.17	2797
ATG4C	ENSG00000125703.15	2944
ATG4D	ENSG00000130734.10	1963
ATG5	ENSG00000057663.16	3185
ATG9B	ENSG00000181652.20	3423
ATIC	ENSG00000138363.15	1972
ATL1	ENSG00000198513.14	2504
ATL2	ENSG00000119787.14	3805
ATL3	ENSG00000184743.13	6899
ATMIN	ENSG00000166454.10	4881
ATN1	ENSG00000111676.15	4702
ATOH8	ENSG00000168874.13	5658
ATOX1	ENSG00000177556.12	471
ATP10B	ENSG00000118322.14	7565
ATP10D	ENSG00000145246.14	6668
ATP12A	ENSG00000075673.12	4406
ATP13A1	ENSG00000105726.17	3849
ATP13A2	ENSG00000159363.19	3996
ATP13A4	ENSG00000127249.15	7372
ATP13A5	ENSG00000187527.12	3938
ATP1A1	ENSG00000163399.16	3670
ATP1A2	ENSG00000018625.15	5435
ATP1A4	ENSG00000132681.17	3809
ATP1B1	ENSG00000143153.14	2216
ATP1B2	ENSG00000129244.9	3341
ATP1B3	ENSG00000069849.11	1847
ATP1B4	ENSG00000101892.12	4757
ATP23	ENSG00000166896.9	3134
ATP2A1	ENSG00000196296.14	3493
ATP2A2	ENSG00000174437.18	8295
ATP2A3	ENSG00000074370.18	4695
ATP2B3	ENSG00000067842.18	6774
ATP2B4	ENSG00000058668.15	8697
ATP2C2	ENSG00000064270.13	3374
ATP4A	ENSG00000105675.9	3721
ATP4B	ENSG00000186009.5	1500
ATP5F1A	ENSG00000152234.16	5761
ATP5F1B	ENSG00000110955.9	1759
ATP5F1C	ENSG00000165629.20	1101
ATP5F1D	ENSG00000099624.8	995
ATP5F1E	ENSG00000124172.10	3610
ATP5IF1	ENSG00000130770.18	503
ATP5MC1	ENSG00000159199.14	646
ATP5MC3	ENSG00000154518.10	2587
ATP5ME	ENSG00000169020.10	303
ATP5MF	ENSG00000241468.8	443
ATP5MG	ENSG00000167283.9	1121
ATP5MJ	ENSG00000156411.10	615
ATP5PB	ENSG00000116459.11	2628
ATP5PD	ENSG00000167863.12	609
ATP5PF	ENSG00000154723.13	526
ATP5PO	ENSG00000241837.7	756
ATP6AP1	ENSG00000071553.18	2054
ATP6AP2	ENSG00000182220.15	2242
ATP6V0A1	ENSG00000033627.17	4106
ATP6V0A2	ENSG00000185344.15	6507
ATP6V0A4	ENSG00000105929.16	3136
ATP6V0B	ENSG00000117410.14	987
ATP6V0C	ENSG00000185883.12	1093
ATP6V0D1	ENSG00000159720.13	1636
ATP6V0D2	ENSG00000147614.4	2370
ATP6V0E1	ENSG00000113732.9	1419
ATP6V0E2	ENSG00000171130.19	1723
ATP6V1A	ENSG00000114573.10	4575
ATP6V1B1	ENSG00000116039.13	1907
ATP6V1B2	ENSG00000147416.11	2856
ATP6V1C1	ENSG00000155097.12	5635
ATP6V1D	ENSG00000100554.12	1599
ATP6V1E1	ENSG00000131100.13	1333
ATP6V1F	ENSG00000128524.5	678
ATP6V1G1	ENSG00000136888.8	1563
ATP6V1G2	ENSG00000213760.11	1370
ATP6V1G3	ENSG00000151418.12	556
ATP6V1H	ENSG00000047249.18	2120
ATP7A	ENSG00000165240.22	8492
ATP7B	ENSG00000123191.16	6598
ATP8A1	ENSG00000124406.17	8270
ATP8A2	ENSG00000132932.19	9672
ATP8B2	ENSG00000143515.20	5974
ATP8B3	ENSG00000130270.16	5095
ATP9A	ENSG00000054793.14	7862
ATPAF1	ENSG00000123472.13	4068
ATPAF2	ENSG00000171953.16	1553
ATPSCKMT	ENSG00000150756.14	2651
ATR	ENSG00000175054.16	8158
ATRAID	ENSG00000138085.18	1227
ATRIP	ENSG00000164053.22	4576
ATRNL1	ENSG00000107518.18	8746
ATRX	ENSG00000085224.23	11165
ATXN1	ENSG00000124788.19	10557
ATXN10	ENSG00000130638.17	3294
ATXN1L	ENSG00000224470.9	7896
ATXN2L	ENSG00000168488.19	4456
ATXN7L1	ENSG00000146776.15	5707
AUH	ENSG00000148090.12	1574
AUNIP	ENSG00000127423.11	2161
AUP1	ENSG00000115307.17	1458
AURKA	ENSG00000087586.18	2033
AURKAIP1	ENSG00000175756.14	753
AURKB	ENSG00000178999.13	1243
AURKC	ENSG00000105146.14	1287
AUTS2	ENSG00000158321.19	7469
AVEN	ENSG00000169857.9	1633
AVP	ENSG00000101200.5	619
AVPI1	ENSG00000119986.7	1375
AVPR1A	ENSG00000166148.4	6222
AVPR1B	ENSG00000198049.7	5026
AWAT1	ENSG00000204195.4	1397
AXDND1	ENSG00000162779.22	3391
AXIN1	ENSG00000103126.15	3707
AXIN2	ENSG00000168646.14	4260
AXL	ENSG00000167601.12	4717
AZGP1	ENSG00000160862.13	1181
AZIN1	ENSG00000155096.15	4196
AZIN2	ENSG00000142920.17	5240
AZU1	ENSG00000172232.10	907
B3GALNT1	ENSG00000169255.15	3295
B3GALNT2	ENSG00000162885.14	4719
B3GALT2	ENSG00000162630.6	3548
B3GAT1	ENSG00000109956.13	3976
B3GAT2	ENSG00000112309.11	6587
B3GAT3	ENSG00000149541.10	1452
B3GLCT	ENSG00000187676.8	4215
B3GNT2	ENSG00000170340.11	2761
B3GNT3	ENSG00000179913.11	2692
B3GNT4	ENSG00000176383.9	2891
B3GNT5	ENSG00000176597.12	4108
B3GNT6	ENSG00000198488.10	2503
B3GNT7	ENSG00000156966.7	3539
B3GNT9	ENSG00000237172.4	2702
B3GNTL1	ENSG00000175711.9	2985
B4GALNT1	ENSG00000135454.14	5368
B4GALNT2	ENSG00000167080.9	8657
B4GALNT3	ENSG00000139044.12	5493
B4GALNT4	ENSG00000182272.12	3750
B4GALT1	ENSG00000086062.13	4176
B4GALT2	ENSG00000117411.18	2193
B4GALT3	ENSG00000158850.15	1933
B4GALT4	ENSG00000121578.13	2234
B4GALT5	ENSG00000158470.5	4722
B4GALT6	ENSG00000118276.12	4672
B4GALT7	ENSG00000027847.14	1698
B4GAT1	ENSG00000174684.7	2007
B9D1	ENSG00000108641.20	913
B9D2	ENSG00000123810.9	1007
BAALC	ENSG00000164929.17	2817
BAAT	ENSG00000136881.12	3479
BABAM1	ENSG00000105393.16	1377
BABAM2	ENSG00000158019.21	1678
BACE1	ENSG00000186318.18	5835
BACE2	ENSG00000182240.16	8567
BACH1	ENSG00000156273.16	5618
BACH2	ENSG00000112182.16	9215
BAD	ENSG00000002330.14	929
BAG1	ENSG00000107262.26	3820
BAG2	ENSG00000112208.11	6651
BAG3	ENSG00000151929.10	2561
BAG4	ENSG00000156735.11	4197
BAG5	ENSG00000166170.12	4684
BAHD1	ENSG00000140320.12	4779
BAIAP2	ENSG00000175866.16	3304
BAIAP2L1	ENSG00000006453.14	3645
BAIAP2L2	ENSG00000128298.18	2149
BAK1	ENSG00000030110.14	2170
BAMBI	ENSG00000095739.11	1691
BANF1	ENSG00000175334.8	731
BANF2	ENSG00000125888.15	589
BANK1	ENSG00000153064.12	3322
BAP1	ENSG00000163930.10	3600
BARD1	ENSG00000138376.11	5478
BARHL1	ENSG00000125492.10	1906
BARHL2	ENSG00000143032.8	2044
BARX1	ENSG00000131668.14	1511
BARX2	ENSG00000043039.7	1905
BASP1	ENSG00000176788.9	1807
BATF	ENSG00000156127.8	913
BATF2	ENSG00000168062.10	2066
BATF3	ENSG00000123685.9	836
BAX	ENSG00000087088.21	795
BAZ1A	ENSG00000198604.11	5729
BAZ1B	ENSG00000009954.11	6115
BBC3	ENSG00000105327.18	1846
BBIP1	ENSG00000214413.9	2025
BBLN	ENSG00000171159.5	704
BBS1	ENSG00000174483.20	3368
BBS12	ENSG00000181004.10	3238
BBS2	ENSG00000125124.14	2704
BBS4	ENSG00000140463.14	2467
BBS5	ENSG00000163093.12	3159
BBS7	ENSG00000138686.10	3840
BBS9	ENSG00000122507.21	3996
BBX	ENSG00000114439.19	9009
BCAM	ENSG00000187244.12	2409
BCAN	ENSG00000132692.19	3297
BCAP29	ENSG00000075790.12	2911
BCAP31	ENSG00000185825.17	1284
BCAR1	ENSG00000050820.17	4085
BCAR3	ENSG00000137936.18	3229
BCAS2	ENSG00000116752.6	1275
BCAS3	ENSG00000141376.23	3517
BCAS4	ENSG00000124243.19	1114
BCAT1	ENSG00000060982.15	9314
BCAT2	ENSG00000105552.15	1563
BCCIP	ENSG00000107949.17	1234
BCDIN3D	ENSG00000186666.6	3226
BCHE	ENSG00000114200.10	2405
BCKDHA	ENSG00000248098.12	1742
BCKDHB	ENSG00000083123.15	3668
BCKDK	ENSG00000103507.14	2036
BCL11B	ENSG00000127152.18	8528
BCL2	ENSG00000171791.14	6881
BCL2A1	ENSG00000140379.9	780
BCL2L1	ENSG00000171552.14	2574
BCL2L10	ENSG00000137875.4	1249
BCL2L11	ENSG00000153094.24	5098
BCL2L12	ENSG00000126453.11	1064
BCL2L13	ENSG00000099968.18	4959
BCL2L14	ENSG00000121380.12	1897
BCL2L15	ENSG00000188761.13	5005
BCL2L2	ENSG00000129473.11	3526
BCL3	ENSG00000069399.15	1877
BCL6	ENSG00000113916.18	3306
BCL6B	ENSG00000161940.11	3527
BCL7A	ENSG00000110987.9	3722
BCL7B	ENSG00000106635.8	1663
BCL7C	ENSG00000099385.12	857
BCL9	ENSG00000116128.12	6189
BCLAF1	ENSG00000029363.17	7494
BCO1	ENSG00000135697.10	2429
BCO2	ENSG00000197580.13	2902
BCOR	ENSG00000183337.18	6910
BCORL1	ENSG00000085185.16	7465
BCR	ENSG00000186716.21	6783
BCS1L	ENSG00000074582.15	1427
BDH2	ENSG00000164039.15	2920
BDKRB1	ENSG00000100739.11	1301
BDKRB2	ENSG00000168398.7	3996
BDNF	ENSG00000176697.20	3985
BDP1	ENSG00000145734.20	11037
BEAN1	ENSG00000166546.15	2907
BECN1	ENSG00000126581.13	2109
BEND2	ENSG00000177324.14	4614
BEND4	ENSG00000188848.17	8627
BEND5	ENSG00000162373.13	1693
BEST1	ENSG00000167995.17	2210
BEST4	ENSG00000142959.5	2512
BET1	ENSG00000105829.13	1481
BET1L	ENSG00000177951.18	2792
BEX1	ENSG00000133169.6	795
BEX2	ENSG00000133134.12	843
BEX4	ENSG00000102409.10	1312
BEX5	ENSG00000184515.11	777
BFAR	ENSG00000103429.11	2903
BFSP1	ENSG00000125864.14	2217
BFSP2	ENSG00000170819.5	1512
BGLAP	ENSG00000242252.2	506
BGN	ENSG00000182492.16	2353
BHLHE40	ENSG00000134107.5	3152
BHLHE41	ENSG00000123095.6	3743
BHMT	ENSG00000145692.15	2470
BHMT2	ENSG00000132840.10	2603
BICC1	ENSG00000122870.12	5741
BICD2	ENSG00000185963.14	6448
BICRAL	ENSG00000112624.13	6501
BID	ENSG00000015475.19	2177
BIK	ENSG00000100290.3	951
BIN1	ENSG00000136717.15	2487
BIN2	ENSG00000110934.13	2231
BIN3	ENSG00000147439.14	1836
BIRC2	ENSG00000110330.10	3764
BIRC3	ENSG00000023445.16	6877
BIRC5	ENSG00000089685.15	2574
BIRC6	ENSG00000115760.16	15687
BIRC7	ENSG00000101197.13	1334
BIVM	ENSG00000134897.14	3789
BLCAP	ENSG00000166619.15	2018
BLK	ENSG00000136573.15	2215
BLM	ENSG00000197299.13	5240
BLMH	ENSG00000108578.15	2307
BLNK	ENSG00000095585.18	4344
BLOC1S1	ENSG00000135441.8	562
BLOC1S2	ENSG00000196072.12	2619
BLOC1S5	ENSG00000188428.20	2659
BLOC1S6	ENSG00000104164.12	3778
BLVRA	ENSG00000106605.11	1074
BLVRB	ENSG00000090013.11	799
BLZF1	ENSG00000117475.14	2524
BMERB1	ENSG00000166780.11	2111
BMF	ENSG00000104081.14	4692
BMI1	ENSG00000168283.14	3540
BMP1	ENSG00000168487.20	3593
BMP10	ENSG00000163217.2	6036
BMP15	ENSG00000130385.6	1262
BMP2	ENSG00000125845.7	3545
BMP2K	ENSG00000138756.19	8012
BMP3	ENSG00000152785.8	6087
BMP4	ENSG00000125378.16	1931
BMP5	ENSG00000112175.8	3970
BMP6	ENSG00000153162.9	3784
BMP7	ENSG00000101144.13	4021
BMP8A	ENSG00000183682.8	5636
BMP8B	ENSG00000116985.12	4826
BMPR1A	ENSG00000107779.14	6417
BMPR1B	ENSG00000138696.11	5580
BMPR2	ENSG00000204217.16	12068
BMS1	ENSG00000165733.8	7759
BMT2	ENSG00000164603.12	3940
BMX	ENSG00000102010.15	2543
BNC1	ENSG00000169594.14	4579
BNIP1	ENSG00000113734.18	1168
BNIP2	ENSG00000140299.14	6111
BNIP3	ENSG00000176171.12	1542
BNIP3L	ENSG00000104765.16	3452
BNIP5	ENSG00000189325.7	3735
BNIPL	ENSG00000163141.20	2247
BOD1	ENSG00000145919.11	1921
BOD1L1	ENSG00000038219.13	10567
BOK	ENSG00000176720.6	2626
BOLA1	ENSG00000178096.9	891
BOLA2	ENSG00000183336.9	399
BOLA3	ENSG00000163170.12	555
BOLL	ENSG00000152430.19	NA
BOP1	ENSG00000261236.8	2428
BORA	ENSG00000136122.18	2760
BORCS5	ENSG00000165714.11	6422
BORCS7	ENSG00000166275.16	2386
BORCS8	ENSG00000254901.8	992
BPGM	ENSG00000172331.12	1711
BPHL	ENSG00000137274.13	1909
BPIFA1	ENSG00000198183.12	1075
BPIFA2	ENSG00000131050.11	1042
BPIFB1	ENSG00000125999.11	1641
BPIFB2	ENSG00000078898.7	1788
BPIFB3	ENSG00000186190.8	1738
BPIFB6	ENSG00000167104.11	1362
BPIFC	ENSG00000184459.10	2143
BPNT1	ENSG00000162813.18	2400
BPNT2	ENSG00000104331.9	7224
BPTF	ENSG00000171634.19	11075
BPY2	ENSG00000183753.10	1206
BPY2B	ENSG00000183795.8	NA
BPY2C	ENSG00000185894.8	NA
BRAP	ENSG00000089234.16	3996
BRAT1	ENSG00000106009.16	2779
BRCA1	ENSG00000012048.24	7088
BRCC3	ENSG00000185515.16	2769
BRD2	ENSG00000204256.14	4956
BRD3	ENSG00000169925.17	5661
BRD7	ENSG00000166164.16	5424
BRD8	ENSG00000112983.18	4028
BRF1	ENSG00000185024.18	3671
BRF2	ENSG00000104221.13	2560
BRI3	ENSG00000164713.10	790
BRI3BP	ENSG00000184992.13	6703
BRICD5	ENSG00000182685.8	826
BRINP1	ENSG00000078725.13	3171
BRINP2	ENSG00000198797.7	4097
BRINP3	ENSG00000162670.11	3128
BRIP1	ENSG00000136492.10	8182
BRIX1	ENSG00000113460.13	1591
BRK1	ENSG00000254999.4	1150
BRMS1	ENSG00000174744.14	1424
BRMS1L	ENSG00000100916.14	2637
BROX	ENSG00000162819.12	4104
BRPF1	ENSG00000156983.17	4743
BRPF3	ENSG00000096070.19	6052
BRS3	ENSG00000102239.5	2773
BRSK1	ENSG00000160469.17	3277
BRSK2	ENSG00000174672.16	4528
BRWD1	ENSG00000185658.14	17728
BRWD3	ENSG00000165288.11	12921
BSCL2	ENSG00000168000.16	1710
BSDC1	ENSG00000160058.19	3309
BSG	ENSG00000172270.22	1946
BSN	ENSG00000164061.5	15971
BSPH1	ENSG00000188334.3	654
BSPRY	ENSG00000119411.11	2328
BST1	ENSG00000109743.11	1979
BST2	ENSG00000130303.14	1001
BTAF1	ENSG00000095564.15	8361
BTBD1	ENSG00000064726.10	3194
BTBD10	ENSG00000148925.11	2439
BTBD17	ENSG00000204347.4	1727
BTBD2	ENSG00000133243.10	2629
BTBD3	ENSG00000132640.15	4881
BTBD6	ENSG00000184887.14	2217
BTBD7	ENSG00000011114.15	8445
BTC	ENSG00000174808.12	2653
BTF3	ENSG00000145741.17	1276
BTF3L4	ENSG00000134717.18	4533
BTG1	ENSG00000133639.6	4629
BTG2	ENSG00000159388.6	2729
BTG3	ENSG00000154640.15	1410
BTK	ENSG00000010671.18	2575
BTLA	ENSG00000186265.10	3126
BTN2A1	ENSG00000112763.17	2890
BTN2A2	ENSG00000124508.17	3583
BTN3A1	ENSG00000026950.17	3388
BTN3A2	ENSG00000186470.14	3776
BTN3A3	ENSG00000111801.16	2970
BTNL3	ENSG00000168903.9	2439
BTNL8	ENSG00000113303.12	2017
BTNL9	ENSG00000165810.17	3457
BTRC	ENSG00000166167.18	6024
BUB1	ENSG00000169679.15	3762
BUB1B	ENSG00000156970.13	3669
BUB3	ENSG00000154473.18	7703
BUD13	ENSG00000137656.12	2192
BUD23	ENSG00000071462.12	1201
BUD31	ENSG00000106245.11	1052
BVES	ENSG00000112276.14	5550
BYSL	ENSG00000112578.10	1718
BZW1	ENSG00000082153.18	6511
BZW2	ENSG00000136261.16	1804
C10orf105	ENSG00000214688.6	4794
C10orf120	ENSG00000183559.12	1088
C10orf71	ENSG00000177354.12	5258
C10orf88	ENSG00000119965.13	2913
C10orf95	ENSG00000120055.7	1469
C10orf99	ENSG00000188373.5	825
C11orf1	ENSG00000137720.8	2568
C11orf16	ENSG00000176029.14	1866
C11orf21	ENSG00000110665.12	2831
C11orf24	ENSG00000171067.11	2071
C11orf42	ENSG00000180878.3	1154
C11orf52	ENSG00000149300.10	1104
C11orf54	ENSG00000182919.15	4163
C11orf58	ENSG00000110696.10	3920
C11orf65	ENSG00000166323.13	1276
C11orf87	ENSG00000185742.7	5867
C11orf91	ENSG00000205177.7	836
C12orf29	ENSG00000133641.18	2829
C12orf4	ENSG00000047621.12	3817
C12orf40	ENSG00000180116.15	2776
C12orf42	ENSG00000179088.16	1324
C12orf43	ENSG00000157895.11	4469
C12orf54	ENSG00000177627.11	904
C12orf57	ENSG00000111678.11	561
C12orf60	ENSG00000182993.5	1586
C12orf73	ENSG00000204954.10	1702
C14orf119	ENSG00000179933.6	2914
C14orf132	ENSG00000227051.7	7627
C14orf180	ENSG00000184601.11	2471
C14orf28	ENSG00000179476.8	2935
C14orf39	ENSG00000179008.9	2780
C15orf39	ENSG00000167173.19	4425
C15orf40	ENSG00000169609.14	11274
C15orf48	ENSG00000166920.13	649
C15orf61	ENSG00000189227.6	4193
C16orf54	ENSG00000185905.4	2569
C16orf72	ENSG00000182831.12	5952
C16orf74	ENSG00000154102.11	911
C16orf78	ENSG00000166152.4	1087
C16orf86	ENSG00000159761.15	1266
C16orf87	ENSG00000155330.10	6845
C16orf89	ENSG00000153446.16	1360
C16orf91	ENSG00000174109.5	917
C17orf49	ENSG00000258315.5	850
C17orf50	ENSG00000270806.2	1041
C17orf64	ENSG00000141371.13	975
C17orf67	ENSG00000214226.9	2037
C17orf75	ENSG00000108666.10	4547
C17orf78	ENSG00000278505.5	1920
C17orf80	ENSG00000141219.16	3618
C17orf97	ENSG00000187624.9	1841
C17orf99	ENSG00000187997.12	1072
C18orf21	ENSG00000141428.17	985
C18orf32	ENSG00000177576.12	5548
C18orf54	ENSG00000166845.15	5703
C18orf63	ENSG00000206043.7	5103
C19orf18	ENSG00000177025.3	915
C19orf25	ENSG00000119559.17	2243
C19orf33	ENSG00000167644.12	374
C19orf38	ENSG00000214212.9	1210
C19orf53	ENSG00000104979.9	897
C19orf84	ENSG00000262874.2	1335
C1D	ENSG00000197223.12	2241
C1GALT1C1	ENSG00000171155.8	1636
C1orf105	ENSG00000180999.11	988
C1orf112	ENSG00000000460.17	4011
C1orf115	ENSG00000162817.7	2891
C1orf116	ENSG00000182795.13	5501
C1orf122	ENSG00000197982.14	1329
C1orf131	ENSG00000143633.13	1430
C1orf146	ENSG00000203910.9	855
C1orf174	ENSG00000198912.12	1645
C1orf198	ENSG00000119280.17	3726
C1orf21	ENSG00000116667.15	10293
C1orf210	ENSG00000253313.6	1486
C1orf216	ENSG00000142686.8	2628
C1orf226	ENSG00000239887.6	4122
C1orf35	ENSG00000143793.13	1290
